"subj_id","block_ix","trial_ix","cue","cue_type","mask_type","pic","up_pic","response","rt","is_correct","cue_L","cue_Q","mask_C"
"MWP216",1,163,"noise","noise","nomask","dog","left","left",664.48976018,1,0,0.667,-0.5
"MWP216",1,164,"noise","noise","mask","pear","right","right",820.282603614,1,0,0.667,0.5
"MWP216",1,165,"wine_glass","valid","mask","wine_glass","left","left",652.543452336,1,-0.5,-0.333,0.5
"MWP216",1,166,"donkey","valid","nomask","donkey","right","right",1114.26724738,1,-0.5,-0.333,-0.5
"MWP216",1,167,"noise","noise","nomask","tomato","right","right",749.122209963,1,0,0.667,-0.5
"MWP216",1,168,"pear","valid","mask","pear","right","right",785.800998798,1,-0.5,-0.333,0.5
"MWP216",1,169,"dog","valid","nomask","dog","right","right",727.110830601,1,-0.5,-0.333,-0.5
"MWP216",1,170,"noise","noise","mask","strawberry","right","right",673.392556026,1,0,0.667,0.5
"MWP216",1,171,"snowman","valid","nomask","snowman","right","right",594.057452283,1,-0.5,-0.333,-0.5
"MWP216",1,172,"noise","noise","mask","tomato","left","left",748.376254807,1,0,0.667,0.5
"MWP216",1,173,"noise","noise","mask","donkey","right","right",583.239201806,1,0,0.667,0.5
"MWP216",1,174,"noise","noise","mask","bottle","left","left",511.989080696,1,0,0.667,0.5
"MWP216",1,175,"strawberry","valid","nomask","strawberry","left","left",652.128652553,1,-0.5,-0.333,-0.5
"MWP216",1,176,"noise","noise","mask","dog","right","right",734.100072761,1,0,0.667,0.5
"MWP216",1,177,"noise","noise","nomask","pear","right","right",1184.36878012,1,0,0.667,-0.5
"MWP216",1,178,"noise","noise","nomask","pear","right","right",569.498723489,1,0,0.667,-0.5
"MWP216",1,179,"wine_glass","valid","nomask","wine_glass","left","left",517.974211019,1,-0.5,-0.333,-0.5
"MWP216",1,180,"noise","noise","nomask","bottle","left","left",544.679176528,1,0,0.667,-0.5
"MWP216",1,181,"bottle","invalid","nomask","wine_glass","right","right",931.393799372,1,0.5,-0.333,-0.5
"MWP216",1,182,"noise","noise","nomask","tomato","left","left",932.476612856,1,0,0.667,-0.5
"MWP216",1,183,"noise","noise","nomask","wine_glass","left","left",535.932263359,1,0,0.667,-0.5
"MWP216",1,184,"noise","noise","nomask","snowman","right","right",578.80795456,1,0,0.667,-0.5
"MWP216",1,185,"noise","noise","nomask","strawberry","left","left",757.699173177,1,0,0.667,-0.5
"MWP216",1,186,"donkey","invalid","nomask","tomato","left","left",630.55260363,1,0.5,-0.333,-0.5
"MWP216",1,187,"noise","noise","mask","pear","left","left",838.936424581,1,0,0.667,0.5
"MWP216",1,188,"noise","noise","nomask","penguin","right","right",673.573912121,1,0,0.667,-0.5
"MWP216",1,189,"wine_glass","valid","nomask","wine_glass","left","left",625.83012227,1,-0.5,-0.333,-0.5
"MWP216",1,190,"tomato","valid","mask","tomato","left","left",552.327687968,1,-0.5,-0.333,0.5
"MWP216",1,191,"noise","noise","nomask","penguin","right","right",571.156781749,1,0,0.667,-0.5
"MWP216",1,192,"noise","noise","nomask","donkey","right","right",581.855648896,1,0,0.667,-0.5
"MWP216",1,193,"wine_glass","invalid","nomask","camel","right","right",567.379100714,1,0.5,-0.333,-0.5
"MWP216",1,194,"noise","noise","nomask","donkey","left","left",522.222961532,1,0,0.667,-0.5
"MWP216",1,195,"tomato","valid","nomask","tomato","left","left",783.920522779,1,-0.5,-0.333,-0.5
"MWP216",1,196,"bottle","valid","nomask","bottle","right","right",655.824590242,1,-0.5,-0.333,-0.5
"MWP216",1,197,"noise","noise","nomask","camel","right","right",578.096597805,1,0,0.667,-0.5
"MWP216",1,198,"wine_glass","invalid","nomask","penguin","left","left",850.176318316,1,0.5,-0.333,-0.5
"MWP216",1,199,"noise","noise","mask","strawberry","right","right",723.854025477,1,0,0.667,0.5
"MWP216",1,200,"noise","noise","mask","penguin","left","left",749.746500747,1,0,0.667,0.5
"MWP216",1,201,"noise","noise","mask","tomato","left","left",704.770196811,1,0,0.667,0.5
"MWP216",1,202,"camel","valid","nomask","camel","right","right",452.941903379,1,-0.5,-0.333,-0.5
"MWP216",1,203,"strawberry","invalid","mask","pear","left","left",608.637795434,1,0.5,-0.333,0.5
"MWP216",1,204,"dog","invalid","nomask","bottle","left","left",568.936405587,1,0.5,-0.333,-0.5
"MWP216",1,205,"snowman","valid","mask","snowman","right","right",545.184464194,1,-0.5,-0.333,0.5
"MWP216",1,206,"snowman","invalid","mask","strawberry","right","right",947.395335301,1,0.5,-0.333,0.5
"MWP216",1,207,"noise","noise","nomask","bottle","right","right",557.354710763,1,0,0.667,-0.5
"MWP216",1,208,"noise","noise","mask","donkey","right","right",489.024536335,1,0,0.667,0.5
"MWP216",1,209,"noise","noise","mask","bottle","right","right",579.738687607,1,0,0.667,0.5
"MWP216",1,210,"camel","invalid","nomask","dog","left","left",613.96821891,1,0.5,-0.333,-0.5
"MWP216",1,211,"noise","noise","mask","penguin","right","right",592.098654597,1,0,0.667,0.5
"MWP216",1,212,"wine_glass","valid","mask","wine_glass","right","right",570.195252425,1,-0.5,-0.333,0.5
"MWP216",2,213,"noise","noise","nomask","tomato","left","left",626.002733712,1,0,0.667,-0.5
"MWP216",2,214,"noise","noise","nomask","wine_glass","right","right",508.487805957,1,0,0.667,-0.5
"MWP216",2,215,"snowman","invalid","nomask","donkey","left","left",532.963270554,1,0.5,-0.333,-0.5
"MWP216",2,216,"bottle","valid","mask","bottle","right","right",533.414189471,1,-0.5,-0.333,0.5
"MWP216",2,217,"noise","noise","mask","tomato","right","right",1678.94387653,1,0,0.667,0.5
"MWP216",2,218,"noise","noise","mask","strawberry","right","right",970.605109469,1,0,0.667,0.5
"MWP216",2,219,"pear","valid","nomask","pear","right","right",669.30158902,1,-0.5,-0.333,-0.5
"MWP216",2,220,"snowman","invalid","nomask","camel","left","left",604.169288534,1,0.5,-0.333,-0.5
"MWP216",2,221,"bottle","invalid","mask","camel","right","right",654.432292795,1,0.5,-0.333,0.5
"MWP216",2,222,"noise","noise","mask","wine_glass","left","timeout",NA,NA,0,0.667,0.5
"MWP216",2,223,"noise","noise","mask","penguin","left","left",636.548759881,1,0,0.667,0.5
"MWP216",2,224,"wine_glass","invalid","mask","pear","right","right",611.469155294,1,0.5,-0.333,0.5
"MWP216",2,225,"noise","noise","nomask","tomato","left","left",891.914447071,1,0,0.667,-0.5
"MWP216",2,226,"donkey","valid","nomask","donkey","right","right",624.383455957,1,-0.5,-0.333,-0.5
"MWP216",2,227,"tomato","valid","mask","tomato","left","left",595.124677522,1,-0.5,-0.333,0.5
"MWP216",2,228,"penguin","valid","mask","penguin","left","left",628.724975628,1,-0.5,-0.333,0.5
"MWP216",2,229,"strawberry","valid","mask","strawberry","left","left",718.715223367,1,-0.5,-0.333,0.5
"MWP216",2,230,"noise","noise","mask","dog","right","right",554.425639333,1,0,0.667,0.5
"MWP216",2,231,"strawberry","valid","nomask","strawberry","right","right",622.250145883,1,-0.5,-0.333,-0.5
"MWP216",2,232,"noise","noise","mask","pear","left","left",928.309605573,1,0,0.667,0.5
"MWP216",2,233,"noise","noise","mask","strawberry","left","left",706.608850742,1,0,0.667,0.5
"MWP216",2,234,"noise","noise","nomask","camel","right","right",484.813805902,1,0,0.667,-0.5
"MWP216",2,235,"snowman","invalid","nomask","strawberry","right","right",676.227717777,1,0.5,-0.333,-0.5
"MWP216",2,236,"penguin","invalid","mask","tomato","left","left",509.862994426,1,0.5,-0.333,0.5
"MWP216",2,237,"noise","noise","nomask","dog","left","left",1519.96608602,1,0,0.667,-0.5
"MWP216",2,238,"penguin","valid","nomask","penguin","right","right",537.688793731,1,-0.5,-0.333,-0.5
"MWP216",2,239,"snowman","valid","nomask","snowman","left","left",506.352595054,1,-0.5,-0.333,-0.5
"MWP216",2,240,"pear","valid","mask","pear","left","left",780.186564894,1,-0.5,-0.333,0.5
"MWP216",2,241,"noise","noise","mask","donkey","left","left",621.511414531,1,0,0.667,0.5
"MWP216",2,242,"noise","noise","nomask","tomato","left","left",953.146641725,1,0,0.667,-0.5
"MWP216",2,243,"donkey","valid","mask","donkey","left","left",686.120558064,1,-0.5,-0.333,0.5
"MWP216",2,244,"noise","noise","nomask","strawberry","left","left",775.711594382,1,0,0.667,-0.5
"MWP216",2,245,"noise","noise","mask","snowman","right","right",682.862992631,1,0,0.667,0.5
"MWP216",2,246,"dog","valid","nomask","dog","left","left",500.740062096,1,-0.5,-0.333,-0.5
"MWP216",2,247,"penguin","valid","nomask","penguin","right","right",503.187418333,1,-0.5,-0.333,-0.5
"MWP216",2,248,"noise","noise","nomask","pear","left","left",689.738934743,1,0,0.667,-0.5
"MWP216",2,249,"penguin","valid","mask","penguin","right","right",597.979609855,1,-0.5,-0.333,0.5
"MWP216",2,250,"noise","noise","nomask","wine_glass","left","left",512.856319896,1,0,0.667,-0.5
"MWP216",2,251,"noise","noise","mask","donkey","right","right",561.745656654,1,0,0.667,0.5
"MWP216",2,252,"noise","noise","mask","penguin","left","left",612.474787864,1,0,0.667,0.5
"MWP216",2,253,"dog","valid","nomask","dog","right","right",472.527217702,1,-0.5,-0.333,-0.5
"MWP216",2,254,"camel","valid","nomask","camel","left","left",554.430581862,1,-0.5,-0.333,-0.5
"MWP216",2,255,"pear","invalid","mask","wine_glass","left","left",644.022758817,1,0.5,-0.333,0.5
"MWP216",2,256,"noise","noise","nomask","penguin","right","right",596.624952159,1,0,0.667,-0.5
"MWP216",2,257,"noise","noise","nomask","snowman","left","left",622.128481511,1,0,0.667,-0.5
"MWP216",2,258,"strawberry","valid","nomask","strawberry","left","left",680.104251252,1,-0.5,-0.333,-0.5
"MWP216",2,259,"tomato","invalid","nomask","penguin","right","right",652.647247305,1,0.5,-0.333,-0.5
"MWP216",2,260,"noise","noise","mask","dog","left","left",638.768755831,1,0,0.667,0.5
"MWP216",2,261,"strawberry","invalid","nomask","tomato","right","right",658.601201023,1,0.5,-0.333,-0.5
"MWP216",2,262,"noise","noise","mask","wine_glass","right","right",571.746474132,1,0,0.667,0.5
"MWP216",2,263,"noise","noise","mask","pear","right","right",1605.53877393,1,0,0.667,0.5
"MWP216",2,264,"noise","noise","mask","bottle","right","right",711.795938318,1,0,0.667,0.5
"MWP216",2,265,"noise","noise","nomask","donkey","right","right",545.244916226,1,0,0.667,-0.5
"MWP216",2,266,"camel","valid","mask","camel","right","right",618.473985698,1,-0.5,-0.333,0.5
"MWP216",2,267,"noise","noise","nomask","wine_glass","right","right",611.310231034,1,0,0.667,-0.5
"MWP216",2,268,"noise","noise","nomask","dog","right","right",727.021863451,1,0,0.667,-0.5
"MWP216",2,269,"donkey","valid","mask","donkey","right","timeout",NA,NA,-0.5,-0.333,0.5
"MWP216",2,270,"noise","noise","mask","bottle","right","right",684.971589479,1,0,0.667,0.5
"MWP216",2,271,"noise","noise","nomask","pear","right","right",590.433372534,1,0,0.667,-0.5
"MWP216",2,272,"tomato","valid","nomask","tomato","right","right",511.940034688,1,-0.5,-0.333,-0.5
"MWP216",2,273,"wine_glass","valid","nomask","wine_glass","right","right",477.010932751,1,-0.5,-0.333,-0.5
"MWP216",2,274,"noise","noise","nomask","bottle","left","left",591.560289497,1,0,0.667,-0.5
"MWP216",2,275,"bottle","invalid","mask","penguin","left","left",728.405416361,1,0.5,-0.333,0.5
"MWP216",2,276,"noise","noise","mask","snowman","left","left",634.29036364,1,0,0.667,0.5
"MWP216",2,277,"wine_glass","valid","nomask","wine_glass","left","left",647.583344951,1,-0.5,-0.333,-0.5
"MWP216",2,278,"noise","noise","nomask","snowman","right","timeout",NA,NA,0,0.667,-0.5
"MWP216",2,279,"bottle","valid","nomask","bottle","left","left",655.354661401,1,-0.5,-0.333,-0.5
"MWP216",2,280,"pear","valid","mask","pear","left","left",1014.39366431,1,-0.5,-0.333,0.5
"MWP216",2,281,"noise","noise","nomask","strawberry","right","right",720.521180076,1,0,0.667,-0.5
"MWP216",2,282,"tomato","invalid","mask","dog","left","left",690.165900858,1,0.5,-0.333,0.5
"MWP216",2,283,"noise","noise","nomask","camel","left","left",493.022353854,1,0,0.667,-0.5
"MWP216",2,284,"strawberry","valid","nomask","strawberry","right","right",456.365616876,1,-0.5,-0.333,-0.5
"MWP216",2,285,"tomato","valid","mask","tomato","right","right",497.286692844,1,-0.5,-0.333,0.5
"MWP216",2,286,"bottle","valid","nomask","bottle","left","left",716.919152066,1,-0.5,-0.333,-0.5
"MWP216",2,287,"noise","noise","nomask","wine_glass","left","left",789.57563825,1,0,0.667,-0.5
"MWP216",2,288,"snowman","valid","nomask","snowman","right","right",597.900527879,1,-0.5,-0.333,-0.5
"MWP216",2,289,"noise","noise","mask","donkey","left","left",569.409756339,1,0,0.667,0.5
"MWP216",2,290,"tomato","invalid","nomask","bottle","right","right",529.870712431,1,0.5,-0.333,-0.5
"MWP216",2,291,"noise","noise","nomask","dog","right","right",762.22052821,1,0,0.667,-0.5
"MWP216",2,292,"noise","noise","mask","snowman","left","left",710.779659916,1,0,0.667,0.5
"MWP216",2,293,"dog","valid","mask","dog","right","right",451.281943941,1,-0.5,-0.333,0.5
"MWP216",2,294,"snowman","valid","mask","snowman","right","right",459.636109299,1,-0.5,-0.333,0.5
"MWP216",2,295,"penguin","invalid","nomask","dog","right","right",590.292698122,1,0.5,-0.333,-0.5
"MWP216",2,296,"wine_glass","valid","mask","wine_glass","right","right",570.34353097,1,-0.5,-0.333,0.5
"MWP216",2,297,"noise","noise","nomask","donkey","left","left",628.855764866,1,0,0.667,-0.5
"MWP216",2,298,"snowman","valid","nomask","snowman","left","left",587.950657471,1,-0.5,-0.333,-0.5
"MWP216",2,299,"dog","invalid","mask","wine_glass","right","right",840.783442953,1,0.5,-0.333,0.5
"MWP216",2,300,"camel","valid","mask","camel","right","right",538.880344946,1,-0.5,-0.333,0.5
"MWP216",2,301,"noise","noise","nomask","bottle","left","left",805.806815857,1,0,0.667,-0.5
"MWP216",2,302,"donkey","valid","nomask","donkey","right","right",514.901423245,1,-0.5,-0.333,-0.5
"MWP216",2,303,"noise","noise","nomask","camel","right","right",669.187148451,1,0,0.667,-0.5
"MWP216",2,304,"strawberry","invalid","nomask","pear","right","right",487.428450957,1,0.5,-0.333,-0.5
"MWP216",2,305,"bottle","invalid","nomask","snowman","right","right",535.520885373,1,0.5,-0.333,-0.5
"MWP216",2,306,"dog","valid","mask","dog","right","left",NA,0,-0.5,-0.333,0.5
"MWP216",2,307,"noise","noise","mask","camel","left","left",634.797552251,1,0,0.667,0.5
"MWP216",2,308,"strawberry","invalid","mask","bottle","left","left",668.781093322,1,0.5,-0.333,0.5
"MWP216",2,309,"noise","noise","nomask","strawberry","left","right",NA,0,0,0.667,-0.5
"MWP216",2,310,"snowman","valid","mask","snowman","left","left",535.94975255,1,-0.5,-0.333,0.5
"MWP216",2,311,"noise","noise","nomask","penguin","right","timeout",NA,NA,0,0.667,-0.5
"MWP216",2,312,"camel","valid","nomask","camel","right","right",488.518488244,1,-0.5,-0.333,-0.5
"MWP216",2,313,"noise","noise","nomask","bottle","right","right",451.383457752,1,0,0.667,-0.5
"MWP216",2,314,"noise","noise","mask","pear","left","right",NA,0,0,0.667,0.5
"MWP216",2,315,"noise","noise","mask","tomato","right","right",654.797666357,1,0,0.667,0.5
"MWP216",2,316,"noise","noise","nomask","snowman","right","right",465.89232306,1,0,0.667,-0.5
"MWP216",2,317,"tomato","valid","nomask","tomato","left","left",699.342821958,1,-0.5,-0.333,-0.5
"MWP216",2,318,"pear","valid","nomask","pear","left","right",NA,0,-0.5,-0.333,-0.5
"MWP216",2,319,"noise","noise","mask","camel","left","left",613.953010994,1,0,0.667,0.5
"MWP217",0,0,"dog","valid","mask","dog","right","right",408.007393125,1,-0.5,-0.333,0.5
"MWP217",0,1,"gorilla","valid","mask","gorilla","left","left",348.657336086,1,-0.5,-0.333,0.5
"MWP217",0,2,"swan","valid","nomask","swan","left","right",NA,0,-0.5,-0.333,-0.5
"MWP217",0,3,"noise","noise","nomask","bee","left","left",402.830000152,1,0,0.667,-0.5
"MWP217",0,4,"grasshopper","valid","nomask","grasshopper","right","right",386.572810123,1,-0.5,-0.333,-0.5
"MWP217",0,5,"noise","noise","mask","bee","left","left",406.087232404,1,0,0.667,0.5
"MWP217",0,6,"pear","valid","mask","pear","right","right",412.344624056,1,-0.5,-0.333,0.5
"MWP217",0,7,"grasshopper","invalid","nomask","dog","left","left",332.852681982,1,0.5,-0.333,-0.5
"MWP217",0,8,"penguin","valid","nomask","penguin","right","right",327.299764729,1,-0.5,-0.333,-0.5
"MWP217",0,9,"noise","noise","mask","alligator","right","right",570.823164424,1,0,0.667,0.5
"MWP217",0,10,"noise","noise","mask","grasshopper","left","left",367.254951154,1,0,0.667,0.5
"MWP217",0,11,"gorilla","invalid","mask","dog","left","right",NA,0,0.5,-0.333,0.5
"MWP217",0,12,"noise","noise","mask","deer","left","left",295.671753702,1,0,0.667,0.5
"MWP217",0,13,"noise","noise","nomask","tree","left","left",377.500820439,1,0,0.667,-0.5
"MWP217",0,14,"dog","valid","nomask","dog","right","left",NA,0,-0.5,-0.333,-0.5
"MWP217",0,15,"noise","noise","nomask","deer","right","right",345.574297127,1,0,0.667,-0.5
"MWP217",0,16,"gorilla","valid","nomask","gorilla","left","left",285.860450938,1,-0.5,-0.333,-0.5
"MWP217",0,17,"alligator","valid","mask","alligator","left","left",397.542590275,1,-0.5,-0.333,0.5
"MWP217",0,18,"noise","noise","nomask","grasshopper","left","left",410.037937458,1,0,0.667,-0.5
"MWP217",0,19,"tree","valid","nomask","tree","right","right",442.52591359,1,-0.5,-0.333,-0.5
"MWP217",0,20,"noise","noise","mask","swan","left","left",342.196046258,1,0,0.667,0.5
"MWP217",0,21,"noise","noise","nomask","gorilla","right","right",433.91232763,1,0,0.667,-0.5
"MWP217",0,22,"noise","noise","nomask","pear","left","left",293.60930447,1,0,0.667,-0.5
"MWP217",0,23,"noise","noise","nomask","bee","left","left",470.691327588,1,0,0.667,-0.5
"MWP217",0,24,"tree","invalid","mask","swan","left","left",294.985982007,1,0.5,-0.333,0.5
"MWP217",0,25,"noise","noise","nomask","penguin","left","left",321.073177736,1,0,0.667,-0.5
"MWP217",0,26,"swan","invalid","mask","deer","right","right",353.981784894,1,0.5,-0.333,0.5
"MWP217",0,27,"grasshopper","invalid","mask","gorilla","right","right",416.586873936,1,0.5,-0.333,0.5
"MWP217",0,28,"noise","noise","mask","penguin","left","left",284.334150492,1,0,0.667,0.5
"MWP217",0,29,"noise","noise","nomask","dog","left","left",391.860953416,1,0,0.667,-0.5
"MWP217",0,30,"penguin","valid","mask","penguin","left","left",296.939881286,1,-0.5,-0.333,0.5
"MWP217",0,31,"deer","valid","mask","deer","left","left",341.856827843,1,-0.5,-0.333,0.5
"MWP217",0,32,"bee","invalid","mask","grasshopper","left","left",346.342214732,1,0.5,-0.333,0.5
"MWP217",0,33,"noise","noise","mask","deer","right","right",398.035099031,1,0,0.667,0.5
"MWP217",0,34,"noise","noise","nomask","gorilla","left","left",345.667444752,1,0,0.667,-0.5
"MWP217",0,35,"noise","noise","mask","alligator","left","left",357.172640273,1,0,0.667,0.5
"MWP217",0,36,"deer","invalid","nomask","swan","right","right",441.708121682,1,0.5,-0.333,-0.5
"MWP217",0,37,"deer","invalid","nomask","pear","left","left",307.332439697,1,0.5,-0.333,-0.5
"MWP217",0,38,"noise","noise","mask","alligator","left","left",310.265122214,1,0,0.667,0.5
"MWP217",0,39,"deer","valid","nomask","deer","left","left",305.270723999,1,-0.5,-0.333,-0.5
"MWP217",0,40,"noise","noise","nomask","grasshopper","left","left",251.82893849,1,0,0.667,-0.5
"MWP217",0,41,"swan","valid","mask","swan","right","left",NA,0,-0.5,-0.333,0.5
"MWP217",0,42,"noise","noise","nomask","alligator","right","right",416.033489164,1,0,0.667,-0.5
"MWP217",0,43,"bee","valid","nomask","bee","left","left",374.387343647,1,-0.5,-0.333,-0.5
"MWP217",0,44,"noise","noise","nomask","alligator","right","right",354.369044187,1,0,0.667,-0.5
"MWP217",0,45,"noise","noise","nomask","pear","right","left",NA,0,0,0.667,-0.5
"MWP217",0,46,"noise","noise","nomask","dog","left","left",401.791074313,1,0,0.667,-0.5
"MWP217",0,47,"bee","valid","mask","bee","left","left",323.674342828,1,-0.5,-0.333,0.5
"MWP217",0,48,"pear","invalid","nomask","alligator","left","left",1023.15267955,1,0.5,-0.333,-0.5
"MWP217",0,49,"penguin","valid","nomask","penguin","left","left",323.562125559,1,-0.5,-0.333,-0.5
"MWP217",0,50,"bee","valid","nomask","bee","left","left",304.940673406,1,-0.5,-0.333,-0.5
"MWP217",0,51,"noise","noise","nomask","gorilla","right","right",325.404541101,1,0,0.667,-0.5
"MWP217",0,52,"bee","valid","nomask","bee","right","left",NA,0,-0.5,-0.333,-0.5
"MWP217",0,53,"noise","noise","mask","pear","right","right",449.507582933,1,0,0.667,0.5
"MWP217",0,54,"grasshopper","valid","mask","grasshopper","right","right",367.195542087,1,-0.5,-0.333,0.5
"MWP217",0,55,"noise","noise","nomask","dog","left","left",347.164774081,1,0,0.667,-0.5
"MWP217",0,56,"tree","valid","mask","tree","left","left",384.911922389,1,-0.5,-0.333,0.5
"MWP217",0,57,"alligator","valid","mask","alligator","right","left",NA,0,-0.5,-0.333,0.5
"MWP217",0,58,"penguin","valid","nomask","penguin","right","right",356.268301839,1,-0.5,-0.333,-0.5
"MWP217",0,59,"noise","noise","nomask","tree","left","left",360.734985908,1,0,0.667,-0.5
"MWP217",0,60,"noise","noise","mask","dog","right","right",323.615667061,1,0,0.667,0.5
"MWP217",0,61,"pear","valid","nomask","pear","right","right",320.520893089,1,-0.5,-0.333,-0.5
"MWP217",0,62,"swan","invalid","nomask","penguin","right","right",361.423324677,1,0.5,-0.333,-0.5
"MWP217",0,63,"deer","valid","mask","deer","right","right",308.70251637,1,-0.5,-0.333,0.5
"MWP217",0,64,"noise","noise","mask","penguin","right","right",368.194128387,1,0,0.667,0.5
"MWP217",0,65,"noise","noise","mask","grasshopper","left","left",362.102128565,1,0,0.667,0.5
"MWP217",0,66,"alligator","valid","mask","alligator","right","right",312.120739836,1,-0.5,-0.333,0.5
"MWP217",0,67,"noise","noise","mask","dog","left","left",315.666216309,1,0,0.667,0.5
"MWP217",0,68,"noise","noise","nomask","deer","left","left",406.159843551,1,0,0.667,-0.5
"MWP217",0,69,"noise","noise","mask","bee","left","right",NA,0,0,0.667,0.5
"MWP217",0,70,"noise","noise","nomask","swan","left","left",317.952366313,1,0,0.667,-0.5
"MWP217",0,71,"dog","invalid","nomask","tree","left","right",NA,0,0.5,-0.333,-0.5
"MWP217",0,72,"noise","noise","nomask","tree","left","left",342.12306852,1,0,0.667,-0.5
"MWP217",0,73,"gorilla","valid","nomask","gorilla","left","left",284.655399737,1,-0.5,-0.333,-0.5
"MWP217",0,74,"noise","noise","nomask","grasshopper","left","left",432.493110187,1,0,0.667,-0.5
"MWP217",0,75,"deer","valid","nomask","deer","left","left",274.207099341,1,-0.5,-0.333,-0.5
"MWP217",0,76,"noise","noise","mask","gorilla","left","left",333.69761135,1,0,0.667,0.5
"MWP217",0,77,"swan","valid","nomask","swan","right","left",NA,0,-0.5,-0.333,-0.5
"MWP217",0,78,"noise","noise","mask","bee","right","right",351.20129236,1,0,0.667,0.5
"MWP217",0,79,"noise","noise","nomask","pear","right","right",433.972836821,1,0,0.667,-0.5
"MWP217",0,80,"noise","noise","mask","tree","right","right",405.444367207,1,0,0.667,0.5
"MWP217",0,81,"noise","noise","mask","pear","left","right",NA,0,0,0.667,0.5
"MWP217",0,82,"alligator","valid","nomask","alligator","right","right",375.04084385,1,-0.5,-0.333,-0.5
"MWP217",0,83,"swan","valid","mask","swan","left","left",407.825131901,1,-0.5,-0.333,0.5
"MWP217",0,84,"tree","valid","mask","tree","left","right",NA,0,-0.5,-0.333,0.5
"MWP217",0,85,"noise","noise","mask","grasshopper","right","right",372.896248591,1,0,0.667,0.5
"MWP217",0,86,"noise","noise","mask","deer","right","right",385.175962816,1,0,0.667,0.5
"MWP217",0,87,"dog","valid","mask","dog","left","left",398.305373848,1,-0.5,-0.333,0.5
"MWP217",0,88,"grasshopper","valid","mask","grasshopper","left","left",389.002715587,1,-0.5,-0.333,0.5
"MWP217",0,89,"noise","noise","mask","pear","right","right",366.673695506,1,0,0.667,0.5
"MWP217",0,90,"noise","noise","mask","swan","left","left",368.986616493,1,0,0.667,0.5
"MWP217",0,91,"grasshopper","valid","nomask","grasshopper","left","left",369.499661727,1,-0.5,-0.333,-0.5
"MWP217",0,92,"noise","noise","mask","gorilla","left","left",358.013535733,1,0,0.667,0.5
"MWP217",0,93,"noise","noise","mask","tree","left","left",360.830700607,1,0,0.667,0.5
"MWP217",0,94,"noise","noise","nomask","penguin","right","right",387.90804788,1,0,0.667,-0.5
"MWP217",0,95,"noise","noise","nomask","bee","right","right",391.446189838,1,0,0.667,-0.5
"MWP217",0,96,"tree","valid","nomask","tree","left","left",352.101963595,1,-0.5,-0.333,-0.5
"MWP217",0,97,"dog","valid","nomask","dog","left","left",403.181687347,1,-0.5,-0.333,-0.5
"MWP217",0,98,"noise","noise","nomask","alligator","left","right",NA,0,0,0.667,-0.5
"MWP217",0,99,"gorilla","valid","mask","gorilla","left","left",314.967609243,1,-0.5,-0.333,0.5
"MWP217",0,100,"gorilla","invalid","mask","alligator","left","left",439.430772793,1,0.5,-0.333,0.5
"MWP217",0,101,"alligator","invalid","nomask","gorilla","left","left",426.940559759,1,0.5,-0.333,-0.5
"MWP217",0,102,"tree","valid","mask","tree","right","right",386.075900635,1,-0.5,-0.333,0.5
"MWP217",0,103,"pear","valid","nomask","pear","right","right",527.158576413,1,-0.5,-0.333,-0.5
"MWP217",0,104,"noise","noise","nomask","swan","left","left",498.641842045,1,0,0.667,-0.5
"MWP217",0,105,"noise","noise","nomask","penguin","left","left",407.130925567,1,0,0.667,-0.5
"MWP217",0,106,"pear","valid","mask","pear","left","left",524.029697175,1,-0.5,-0.333,0.5
"MWP217",1,107,"noise","noise","nomask","swan","right","right",582.57076377,1,0,0.667,-0.5
"MWP217",1,108,"deer","invalid","mask","dog","right","right",375.054412405,1,0.5,-0.333,0.5
"MWP217",1,109,"noise","noise","nomask","deer","right","right",387.43644231,1,0,0.667,-0.5
"MWP217",1,110,"pear","invalid","nomask","grasshopper","left","left",312.827414717,1,0.5,-0.333,-0.5
"MWP217",1,111,"noise","noise","mask","dog","left","left",410.711240605,1,0,0.667,0.5
"MWP217",1,112,"noise","noise","nomask","grasshopper","right","right",461.62080497,1,0,0.667,-0.5
"MWP217",1,113,"gorilla","valid","nomask","gorilla","right","right",390.332085895,1,-0.5,-0.333,-0.5
"MWP217",1,114,"noise","noise","mask","penguin","left","left",401.898524142,1,0,0.667,0.5
"MWP217",1,115,"dog","valid","nomask","dog","right","right",367.662380217,1,-0.5,-0.333,-0.5
"MWP217",1,116,"noise","noise","nomask","gorilla","left","left",360.792928142,1,0,0.667,-0.5
"MWP217",1,117,"pear","valid","nomask","pear","left","right",NA,0,-0.5,-0.333,-0.5
"MWP217",1,118,"noise","noise","nomask","penguin","left","left",351.357516251,1,0,0.667,-0.5
"MWP217",1,119,"alligator","invalid","mask","pear","left","right",NA,0,0.5,-0.333,0.5
"MWP217",1,120,"bee","valid","mask","bee","left","left",345.532857464,1,-0.5,-0.333,0.5
"MWP217",1,121,"noise","noise","nomask","pear","left","left",373.438264942,1,0,0.667,-0.5
"MWP217",1,122,"noise","noise","mask","grasshopper","right","right",840.914900065,1,0,0.667,0.5
"MWP217",1,123,"noise","noise","nomask","tree","right","right",548.635332612,1,0,0.667,-0.5
"MWP217",1,124,"gorilla","valid","mask","gorilla","right","right",453.719027922,1,-0.5,-0.333,0.5
